TIME_PERIOD;GEO;AGE;SEX;Obs_status;Obs_value
2017-W01;CH011;_T;T;;117
2017-W01;CH011;_T;F;;64
2017-W01;CH011;_T;M;;53
2017-W01;CH011;Y20T24;T;;2
2017-W01;CH011;Y20T24;M;;2
2017-W01;CH011;Y25T29;T;;1
2017-W01;CH011;Y25T29;M;;1
2017-W01;CH011;Y50T54;T;;3
2017-W01;CH011;Y50T54;F;;2
2017-W01;CH011;Y50T54;M;;1
2017-W01;CH011;Y55T59;T;;3
2017-W01;CH011;Y55T59;F;;2
2017-W01;CH011;Y55T59;M;;1
2017-W01;CH011;Y60T64;T;;1
2017-W01;CH011;Y60T64;M;;1
2017-W01;CH011;Y65T69;T;;6
2017-W01;CH011;Y65T69;F;;3
2017-W01;CH011;Y65T69;M;;3
2017-W01;CH011;Y70T74;T;;7
2017-W01;CH011;Y70T74;F;;3
2017-W01;CH011;Y70T74;M;;4
2017-W01;CH011;Y75T79;T;;6
2017-W01;CH011;Y75T79;F;;4
2017-W01;CH011;Y75T79;M;;2
2017-W01;CH011;Y80T84;T;;15
2017-W01;CH011;Y80T84;F;;7
2017-W01;CH011;Y80T84;M;;8
2017-W01;CH011;Y85T89;T;;25
2017-W01;CH011;Y85T89;F;;10
2017-W01;CH011;Y85T89;M;;15
2017-W01;CH011;Y_GE90;T;;48
2017-W01;CH011;Y_GE90;F;;33
2017-W01;CH011;Y_GE90;M;;15
2017-W01;CH012;_T;T;;66
2017-W01;CH012;_T;F;;33
2017-W01;CH012;_T;M;;33
2017-W01;CH012;Y0T4;T;;1
2017-W01;CH012;Y0T4;M;;1
2017-W01;CH012;Y25T29;T;;1
2017-W01;CH012;Y25T29;F;;1
2017-W01;CH012;Y55T59;T;;1
2017-W01;CH012;Y55T59;M;;1
2017-W01;CH012;Y60T64;T;;1
2017-W01;CH012;Y60T64;F;;1
2017-W01;CH012;Y65T69;T;;4
2017-W01;CH012;Y65T69;F;;2
2017-W01;CH012;Y65T69;M;;2
2017-W01;CH012;Y70T74;T;;5
2017-W01;CH012;Y70T74;F;;1
2017-W01;CH012;Y70T74;M;;4
2017-W01;CH012;Y75T79;T;;8
2017-W01;CH012;Y75T79;F;;3
2017-W01;CH012;Y75T79;M;;5
2017-W01;CH012;Y80T84;T;;6
2017-W01;CH012;Y80T84;F;;4
2017-W01;CH012;Y80T84;M;;2
2017-W01;CH012;Y85T89;T;;22
2017-W01;CH012;Y85T89;F;;13
2017-W01;CH012;Y85T89;M;;9
2017-W01;CH012;Y_GE90;T;;17
2017-W01;CH012;Y_GE90;F;;8
2017-W01;CH012;Y_GE90;M;;9
2017-W01;CH013;_T;T;;80
2017-W01;CH013;_T;F;;45
2017-W01;CH013;_T;M;;35
2017-W01;CH013;Y0T4;T;;1
2017-W01;CH013;Y0T4;M;;1
2017-W01;CH013;Y40T44;T;;1
2017-W01;CH013;Y40T44;M;;1
2017-W01;CH013;Y45T49;T;;1
2017-W01;CH013;Y45T49;M;;1
2017-W01;CH013;Y50T54;T;;1
2017-W01;CH013;Y50T54;F;;1
2017-W01;CH013;Y55T59;T;;3
2017-W01;CH013;Y55T59;F;;1
2017-W01;CH013;Y55T59;M;;2
2017-W01;CH013;Y65T69;T;;4
2017-W01;CH013;Y65T69;F;;2
2017-W01;CH013;Y65T69;M;;2
2017-W01;CH013;Y70T74;T;;3
2017-W01;CH013;Y70T74;M;;3
2017-W01;CH013;Y75T79;T;;10
2017-W01;CH013;Y75T79;F;;6
2017-W01;CH013;Y75T79;M;;4
2017-W01;CH013;Y80T84;T;;18
2017-W01;CH013;Y80T84;F;;10
2017-W01;CH013;Y80T84;M;;8
2017-W01;CH013;Y85T89;T;;17
2017-W01;CH013;Y85T89;F;;9
2017-W01;CH013;Y85T89;M;;8
2017-W01;CH013;Y_GE90;T;;21
2017-W01;CH013;Y_GE90;F;;16
2017-W01;CH013;Y_GE90;M;;5
2017-W01;CH021;_T;T;;238
2017-W01;CH021;_T;F;;140
2017-W01;CH021;_T;M;;98
2017-W01;CH021;Y25T29;T;;1
2017-W01;CH021;Y25T29;F;;1
2017-W01;CH021;Y45T49;T;;4
2017-W01;CH021;Y45T49;F;;2
2017-W01;CH021;Y45T49;M;;2
2017-W01;CH021;Y50T54;T;;3
2017-W01;CH021;Y50T54;F;;2
2017-W01;CH021;Y50T54;M;;1
2017-W01;CH021;Y55T59;T;;4
2017-W01;CH021;Y55T59;M;;4
2017-W01;CH021;Y60T64;T;;10
2017-W01;CH021;Y60T64;F;;3
2017-W01;CH021;Y60T64;M;;7
2017-W01;CH021;Y65T69;T;;7
2017-W01;CH021;Y65T69;F;;4
2017-W01;CH021;Y65T69;M;;3
2017-W01;CH021;Y70T74;T;;21
2017-W01;CH021;Y70T74;F;;9
2017-W01;CH021;Y70T74;M;;12
2017-W01;CH021;Y75T79;T;;28
2017-W01;CH021;Y75T79;F;;14
2017-W01;CH021;Y75T79;M;;14
2017-W01;CH021;Y80T84;T;;30
2017-W01;CH021;Y80T84;F;;18
2017-W01;CH021;Y80T84;M;;12
2017-W01;CH021;Y85T89;T;;50
2017-W01;CH021;Y85T89;F;;29
2017-W01;CH021;Y85T89;M;;21
2017-W01;CH021;Y_GE90;T;;80
2017-W01;CH021;Y_GE90;F;;58
2017-W01;CH021;Y_GE90;M;;22
2017-W01;CH022;_T;T;;72
2017-W01;CH022;_T;F;;37
2017-W01;CH022;_T;M;;35
2017-W01;CH022;Y50T54;T;;3
2017-W01;CH022;Y50T54;M;;3
2017-W01;CH022;Y55T59;T;;5
2017-W01;CH022;Y55T59;M;;5
2017-W01;CH022;Y60T64;T;;2
2017-W01;CH022;Y60T64;F;;1
2017-W01;CH022;Y60T64;M;;1
2017-W01;CH022;Y65T69;T;;6
2017-W01;CH022;Y65T69;F;;1
2017-W01;CH022;Y65T69;M;;5
2017-W01;CH022;Y70T74;T;;4
2017-W01;CH022;Y70T74;M;;4
2017-W01;CH022;Y75T79;T;;8
2017-W01;CH022;Y75T79;F;;2
2017-W01;CH022;Y75T79;M;;6
2017-W01;CH022;Y80T84;T;;10
2017-W01;CH022;Y80T84;F;;5
2017-W01;CH022;Y80T84;M;;5
2017-W01;CH022;Y85T89;T;;12
2017-W01;CH022;Y85T89;F;;9
2017-W01;CH022;Y85T89;M;;3
2017-W01;CH022;Y_GE90;T;;22
2017-W01;CH022;Y_GE90;F;;19
2017-W01;CH022;Y_GE90;M;;3
2017-W01;CH023;_T;T;;68
2017-W01;CH023;_T;F;;40
2017-W01;CH023;_T;M;;28
2017-W01;CH023;Y0T4;T;;1
2017-W01;CH023;Y0T4;M;;1
2017-W01;CH023;Y35T39;T;;1
2017-W01;CH023;Y35T39;M;;1
2017-W01;CH023;Y45T49;T;;1
2017-W01;CH023;Y45T49;M;;1
2017-W01;CH023;Y55T59;T;;2
2017-W01;CH023;Y55T59;F;;1
2017-W01;CH023;Y55T59;M;;1
2017-W01;CH023;Y60T64;T;;4
2017-W01;CH023;Y60T64;F;;2
2017-W01;CH023;Y60T64;M;;2
2017-W01;CH023;Y65T69;T;;6
2017-W01;CH023;Y65T69;F;;5
2017-W01;CH023;Y65T69;M;;1
2017-W01;CH023;Y70T74;T;;6
2017-W01;CH023;Y70T74;F;;4
2017-W01;CH023;Y70T74;M;;2
2017-W01;CH023;Y75T79;T;;6
2017-W01;CH023;Y75T79;F;;3
2017-W01;CH023;Y75T79;M;;3
2017-W01;CH023;Y80T84;T;;5
2017-W01;CH023;Y80T84;F;;3
2017-W01;CH023;Y80T84;M;;2
2017-W01;CH023;Y85T89;T;;17
2017-W01;CH023;Y85T89;F;;8
2017-W01;CH023;Y85T89;M;;9
2017-W01;CH023;Y_GE90;T;;19
2017-W01;CH023;Y_GE90;F;;14
2017-W01;CH023;Y_GE90;M;;5
2017-W01;CH024;_T;T;;48
2017-W01;CH024;_T;F;;27
2017-W01;CH024;_T;M;;21
2017-W01;CH024;Y50T54;T;;1
2017-W01;CH024;Y50T54;M;;1
2017-W01;CH024;Y55T59;T;;2
2017-W01;CH024;Y55T59;F;;1
2017-W01;CH024;Y55T59;M;;1
2017-W01;CH024;Y60T64;T;;2
2017-W01;CH024;Y60T64;F;;1
2017-W01;CH024;Y60T64;M;;1
2017-W01;CH024;Y65T69;T;;3
2017-W01;CH024;Y65T69;F;;1
2017-W01;CH024;Y65T69;M;;2
2017-W01;CH024;Y70T74;T;;5
2017-W01;CH024;Y70T74;F;;2
2017-W01;CH024;Y70T74;M;;3
2017-W01;CH024;Y75T79;T;;4
2017-W01;CH024;Y75T79;F;;3
2017-W01;CH024;Y75T79;M;;1
2017-W01;CH024;Y80T84;T;;7
2017-W01;CH024;Y80T84;F;;4
2017-W01;CH024;Y80T84;M;;3
2017-W01;CH024;Y85T89;T;;11
2017-W01;CH024;Y85T89;F;;6
2017-W01;CH024;Y85T89;M;;5
2017-W01;CH024;Y_GE90;T;;13
2017-W01;CH024;Y_GE90;F;;9
2017-W01;CH024;Y_GE90;M;;4
2017-W01;CH025;_T;T;;19
2017-W01;CH025;_T;F;;8
2017-W01;CH025;_T;M;;11
2017-W01;CH025;Y30T34;T;;1
2017-W01;CH025;Y30T34;M;;1
2017-W01;CH025;Y60T64;T;;1
2017-W01;CH025;Y60T64;F;;1
2017-W01;CH025;Y70T74;T;;3
2017-W01;CH025;Y70T74;F;;1
2017-W01;CH025;Y70T74;M;;2
2017-W01;CH025;Y75T79;T;;2
2017-W01;CH025;Y75T79;F;;1
2017-W01;CH025;Y75T79;M;;1
2017-W01;CH025;Y80T84;T;;4
2017-W01;CH025;Y80T84;F;;2
2017-W01;CH025;Y80T84;M;;2
2017-W01;CH025;Y85T89;T;;5
2017-W01;CH025;Y85T89;F;;2
2017-W01;CH025;Y85T89;M;;3
2017-W01;CH025;Y_GE90;T;;3
2017-W01;CH025;Y_GE90;F;;1
2017-W01;CH025;Y_GE90;M;;2
2017-W01;CH031;_T;T;;48
2017-W01;CH031;_T;F;;26
2017-W01;CH031;_T;M;;22
2017-W01;CH031;Y35T39;T;;1
2017-W01;CH031;Y35T39;M;;1
2017-W01;CH031;Y55T59;T;;2
2017-W01;CH031;Y55T59;F;;1
2017-W01;CH031;Y55T59;M;;1
2017-W01;CH031;Y60T64;T;;2
2017-W01;CH031;Y60T64;M;;2
2017-W01;CH031;Y65T69;T;;1
2017-W01;CH031;Y65T69;M;;1
2017-W01;CH031;Y70T74;T;;2
2017-W01;CH031;Y70T74;F;;1
2017-W01;CH031;Y70T74;M;;1
2017-W01;CH031;Y75T79;T;;2
2017-W01;CH031;Y75T79;F;;1
2017-W01;CH031;Y75T79;M;;1
2017-W01;CH031;Y80T84;T;;8
2017-W01;CH031;Y80T84;F;;5
2017-W01;CH031;Y80T84;M;;3
2017-W01;CH031;Y85T89;T;;17
2017-W01;CH031;Y85T89;F;;8
2017-W01;CH031;Y85T89;M;;9
2017-W01;CH031;Y_GE90;T;;13
2017-W01;CH031;Y_GE90;F;;10
2017-W01;CH031;Y_GE90;M;;3
2017-W01;CH032;_T;T;;74
2017-W01;CH032;_T;F;;40
2017-W01;CH032;_T;M;;34
2017-W01;CH032;Y45T49;T;;1
2017-W01;CH032;Y45T49;M;;1
2017-W01;CH032;Y55T59;T;;2
2017-W01;CH032;Y55T59;F;;1
2017-W01;CH032;Y55T59;M;;1
2017-W01;CH032;Y65T69;T;;3
2017-W01;CH032;Y65T69;F;;1
2017-W01;CH032;Y65T69;M;;2
2017-W01;CH032;Y70T74;T;;5
2017-W01;CH032;Y70T74;F;;2
2017-W01;CH032;Y70T74;M;;3
2017-W01;CH032;Y75T79;T;;11
2017-W01;CH032;Y75T79;F;;5
2017-W01;CH032;Y75T79;M;;6
2017-W01;CH032;Y80T84;T;;10
2017-W01;CH032;Y80T84;F;;6
2017-W01;CH032;Y80T84;M;;4
2017-W01;CH032;Y85T89;T;;18
2017-W01;CH032;Y85T89;F;;6
2017-W01;CH032;Y85T89;M;;12
2017-W01;CH032;Y_GE90;T;;24
2017-W01;CH032;Y_GE90;F;;19
2017-W01;CH032;Y_GE90;M;;5
2017-W01;CH033;_T;T;;108
2017-W01;CH033;_T;F;;57
2017-W01;CH033;_T;M;;51
2017-W01;CH033;Y15T19;T;;1
2017-W01;CH033;Y15T19;M;;1
2017-W01;CH033;Y20T24;T;;1
2017-W01;CH033;Y20T24;M;;1
2017-W01;CH033;Y30T34;T;;1
2017-W01;CH033;Y30T34;M;;1
2017-W01;CH033;Y45T49;T;;1
2017-W01;CH033;Y45T49;M;;1
2017-W01;CH033;Y50T54;T;;4
2017-W01;CH033;Y50T54;M;;4
2017-W01;CH033;Y55T59;T;;1
2017-W01;CH033;Y55T59;F;;1
2017-W01;CH033;Y60T64;T;;1
2017-W01;CH033;Y60T64;M;;1
2017-W01;CH033;Y65T69;T;;4
2017-W01;CH033;Y65T69;F;;2
2017-W01;CH033;Y65T69;M;;2
2017-W01;CH033;Y70T74;T;;8
2017-W01;CH033;Y70T74;F;;6
2017-W01;CH033;Y70T74;M;;2
2017-W01;CH033;Y75T79;T;;8
2017-W01;CH033;Y75T79;F;;4
2017-W01;CH033;Y75T79;M;;4
2017-W01;CH033;Y80T84;T;;13
2017-W01;CH033;Y80T84;F;;6
2017-W01;CH033;Y80T84;M;;7
2017-W01;CH033;Y85T89;T;;24
2017-W01;CH033;Y85T89;F;;13
2017-W01;CH033;Y85T89;M;;11
2017-W01;CH033;Y_GE90;T;;41
2017-W01;CH033;Y_GE90;F;;25
2017-W01;CH033;Y_GE90;M;;16
2017-W01;CH040;_T;T;;257
2017-W01;CH040;_T;F;;139
2017-W01;CH040;_T;M;;118
2017-W01;CH040;Y0T4;T;;5
2017-W01;CH040;Y0T4;F;;1
2017-W01;CH040;Y0T4;M;;4
2017-W01;CH040;Y25T29;T;;1
2017-W01;CH040;Y25T29;F;;1
2017-W01;CH040;Y30T34;T;;1
2017-W01;CH040;Y30T34;M;;1
2017-W01;CH040;Y40T44;T;;1
2017-W01;CH040;Y40T44;M;;1
2017-W01;CH040;Y45T49;T;;4
2017-W01;CH040;Y45T49;F;;2
2017-W01;CH040;Y45T49;M;;2
2017-W01;CH040;Y50T54;T;;1
2017-W01;CH040;Y50T54;M;;1
2017-W01;CH040;Y55T59;T;;5
2017-W01;CH040;Y55T59;F;;2
2017-W01;CH040;Y55T59;M;;3
2017-W01;CH040;Y60T64;T;;12
2017-W01;CH040;Y60T64;F;;6
2017-W01;CH040;Y60T64;M;;6
2017-W01;CH040;Y65T69;T;;12
2017-W01;CH040;Y65T69;F;;3
2017-W01;CH040;Y65T69;M;;9
2017-W01;CH040;Y70T74;T;;15
2017-W01;CH040;Y70T74;F;;8
2017-W01;CH040;Y70T74;M;;7
2017-W01;CH040;Y75T79;T;;18
2017-W01;CH040;Y75T79;F;;5
2017-W01;CH040;Y75T79;M;;13
2017-W01;CH040;Y80T84;T;;40
2017-W01;CH040;Y80T84;F;;19
2017-W01;CH040;Y80T84;M;;21
2017-W01;CH040;Y85T89;T;;49
2017-W01;CH040;Y85T89;F;;27
2017-W01;CH040;Y85T89;M;;22
2017-W01;CH040;Y_GE90;T;;93
2017-W01;CH040;Y_GE90;F;;65
2017-W01;CH040;Y_GE90;M;;28
2017-W01;CH051;_T;T;;9
2017-W01;CH051;_T;F;;6
2017-W01;CH051;_T;M;;3
2017-W01;CH051;Y30T34;T;;1
2017-W01;CH051;Y30T34;M;;1
2017-W01;CH051;Y55T59;T;;1
2017-W01;CH051;Y55T59;F;;1
2017-W01;CH051;Y80T84;T;;3
2017-W01;CH051;Y80T84;F;;3
2017-W01;CH051;Y85T89;T;;2
2017-W01;CH051;Y85T89;F;;1
2017-W01;CH051;Y85T89;M;;1
2017-W01;CH051;Y_GE90;T;;2
2017-W01;CH051;Y_GE90;F;;1
2017-W01;CH051;Y_GE90;M;;1
2017-W01;CH052;_T;T;;18
2017-W01;CH052;_T;F;;13
2017-W01;CH052;_T;M;;5
2017-W01;CH052;Y55T59;T;;2
2017-W01;CH052;Y55T59;F;;1
2017-W01;CH052;Y55T59;M;;1
2017-W01;CH052;Y80T84;T;;3
2017-W01;CH052;Y80T84;M;;3
2017-W01;CH052;Y85T89;T;;5
2017-W01;CH052;Y85T89;F;;4
2017-W01;CH052;Y85T89;M;;1
2017-W01;CH052;Y_GE90;T;;8
2017-W01;CH052;Y_GE90;F;;8
2017-W01;CH053;_T;T;;11
2017-W01;CH053;_T;F;;5
2017-W01;CH053;_T;M;;6
2017-W01;CH053;Y30T34;T;;1
2017-W01;CH053;Y30T34;M;;1
2017-W01;CH053;Y60T64;T;;1
2017-W01;CH053;Y60T64;M;;1
2017-W01;CH053;Y65T69;T;;1
2017-W01;CH053;Y65T69;F;;1
2017-W01;CH053;Y70T74;T;;2
2017-W01;CH053;Y70T74;F;;1
2017-W01;CH053;Y70T74;M;;1
2017-W01;CH053;Y75T79;T;;1
2017-W01;CH053;Y75T79;M;;1
2017-W01;CH053;Y80T84;T;;1
2017-W01;CH053;Y80T84;M;;1
2017-W01;CH053;Y85T89;T;;3
2017-W01;CH053;Y85T89;F;;2
2017-W01;CH053;Y85T89;M;;1
2017-W01;CH053;Y_GE90;T;;1
2017-W01;CH053;Y_GE90;F;;1
2017-W01;CH054;_T;T;;6
2017-W01;CH054;_T;F;;5
2017-W01;CH054;_T;M;;1
2017-W01;CH054;Y70T74;T;;1
2017-W01;CH054;Y70T74;F;;1
2017-W01;CH054;Y80T84;T;;1
2017-W01;CH054;Y80T84;F;;1
2017-W01;CH054;Y85T89;T;;1
2017-W01;CH054;Y85T89;F;;1
2017-W01;CH054;Y_GE90;T;;3
2017-W01;CH054;Y_GE90;F;;2
2017-W01;CH054;Y_GE90;M;;1
2017-W01;CH055;_T;T;;97
2017-W01;CH055;_T;F;;46
2017-W01;CH055;_T;M;;51
2017-W01;CH055;Y30T34;T;;2
2017-W01;CH055;Y30T34;F;;1
2017-W01;CH055;Y30T34;M;;1
2017-W01;CH055;Y40T44;T;;1
2017-W01;CH055;Y40T44;M;;1
2017-W01;CH055;Y55T59;T;;1
2017-W01;CH055;Y55T59;F;;1
2017-W01;CH055;Y60T64;T;;3
2017-W01;CH055;Y60T64;M;;3
2017-W01;CH055;Y65T69;T;;3
2017-W01;CH055;Y65T69;F;;2
2017-W01;CH055;Y65T69;M;;1
2017-W01;CH055;Y70T74;T;;4
2017-W01;CH055;Y70T74;M;;4
2017-W01;CH055;Y75T79;T;;13
2017-W01;CH055;Y75T79;F;;6
2017-W01;CH055;Y75T79;M;;7
2017-W01;CH055;Y80T84;T;;13
2017-W01;CH055;Y80T84;F;;2
2017-W01;CH055;Y80T84;M;;11
2017-W01;CH055;Y85T89;T;;17
2017-W01;CH055;Y85T89;F;;9
2017-W01;CH055;Y85T89;M;;8
2017-W01;CH055;Y_GE90;T;;40
2017-W01;CH055;Y_GE90;F;;25
2017-W01;CH055;Y_GE90;M;;15
2017-W01;CH056;_T;T;;43
2017-W01;CH056;_T;F;;23
2017-W01;CH056;_T;M;;20
2017-W01;CH056;Y50T54;T;;1
2017-W01;CH056;Y50T54;F;;1
2017-W01;CH056;Y60T64;T;;1
2017-W01;CH056;Y60T64;F;;1
2017-W01;CH056;Y65T69;T;;1
2017-W01;CH056;Y65T69;M;;1
2017-W01;CH056;Y70T74;T;;5
2017-W01;CH056;Y70T74;F;;1
2017-W01;CH056;Y70T74;M;;4
2017-W01;CH056;Y75T79;T;;5
2017-W01;CH056;Y75T79;F;;1
2017-W01;CH056;Y75T79;M;;4
2017-W01;CH056;Y80T84;T;;2
2017-W01;CH056;Y80T84;F;;1
2017-W01;CH056;Y80T84;M;;1
2017-W01;CH056;Y85T89;T;;12
2017-W01;CH056;Y85T89;F;;6
2017-W01;CH056;Y85T89;M;;6
2017-W01;CH056;Y_GE90;T;;16
2017-W01;CH056;Y_GE90;F;;12
2017-W01;CH056;Y_GE90;M;;4
2017-W01;CH057;_T;T;;48
2017-W01;CH057;_T;F;;22
2017-W01;CH057;_T;M;;26
2017-W01;CH057;Y45T49;T;;1
2017-W01;CH057;Y45T49;M;;1
2017-W01;CH057;Y50T54;T;;2
2017-W01;CH057;Y50T54;M;;2
2017-W01;CH057;Y55T59;T;;1
2017-W01;CH057;Y55T59;M;;1
2017-W01;CH057;Y60T64;T;;1
2017-W01;CH057;Y60T64;M;;1
2017-W01;CH057;Y65T69;T;;2
2017-W01;CH057;Y65T69;F;;1
2017-W01;CH057;Y65T69;M;;1
2017-W01;CH057;Y70T74;T;;6
2017-W01;CH057;Y70T74;F;;2
2017-W01;CH057;Y70T74;M;;4
2017-W01;CH057;Y75T79;T;;2
2017-W01;CH057;Y75T79;F;;1
2017-W01;CH057;Y75T79;M;;1
2017-W01;CH057;Y80T84;T;;7
2017-W01;CH057;Y80T84;F;;4
2017-W01;CH057;Y80T84;M;;3
2017-W01;CH057;Y85T89;T;;10
2017-W01;CH057;Y85T89;F;;5
2017-W01;CH057;Y85T89;M;;5
2017-W01;CH057;Y_GE90;T;;16
2017-W01;CH057;Y_GE90;F;;9
2017-W01;CH057;Y_GE90;M;;7
2017-W01;CH061;_T;T;;83
2017-W01;CH061;_T;F;;45
2017-W01;CH061;_T;M;;38
2017-W01;CH061;Y20T24;T;;1
2017-W01;CH061;Y20T24;M;;1
2017-W01;CH061;Y25T29;T;;1
2017-W01;CH061;Y25T29;F;;1
2017-W01;CH061;Y45T49;T;;1
2017-W01;CH061;Y45T49;F;;1
2017-W01;CH061;Y55T59;T;;5
2017-W01;CH061;Y55T59;F;;2
2017-W01;CH061;Y55T59;M;;3
2017-W01;CH061;Y60T64;T;;1
2017-W01;CH061;Y60T64;M;;1
2017-W01;CH061;Y65T69;T;;8
2017-W01;CH061;Y65T69;F;;2
2017-W01;CH061;Y65T69;M;;6
2017-W01;CH061;Y70T74;T;;3
2017-W01;CH061;Y70T74;F;;2
2017-W01;CH061;Y70T74;M;;1
2017-W01;CH061;Y75T79;T;;7
2017-W01;CH061;Y75T79;F;;3
2017-W01;CH061;Y75T79;M;;4
2017-W01;CH061;Y80T84;T;;14
2017-W01;CH061;Y80T84;F;;7
2017-W01;CH061;Y80T84;M;;7
2017-W01;CH061;Y85T89;T;;16
2017-W01;CH061;Y85T89;F;;8
2017-W01;CH061;Y85T89;M;;8
2017-W01;CH061;Y_GE90;T;;26
2017-W01;CH061;Y_GE90;F;;19
2017-W01;CH061;Y_GE90;M;;7
2017-W01;CH062;_T;T;;9
2017-W01;CH062;_T;F;;4
2017-W01;CH062;_T;M;;5
2017-W01;CH062;Y15T19;T;;1
2017-W01;CH062;Y15T19;M;;1
2017-W01;CH062;Y65T69;T;;1
2017-W01;CH062;Y65T69;M;;1
2017-W01;CH062;Y70T74;T;;2
2017-W01;CH062;Y70T74;F;;2
2017-W01;CH062;Y80T84;T;;2
2017-W01;CH062;Y80T84;M;;2
2017-W01;CH062;Y85T89;T;;2
2017-W01;CH062;Y85T89;F;;1
2017-W01;CH062;Y85T89;M;;1
2017-W01;CH062;Y_GE90;T;;1
2017-W01;CH062;Y_GE90;F;;1
2017-W01;CH063;_T;T;;26
2017-W01;CH063;_T;F;;14
2017-W01;CH063;_T;M;;12
2017-W01;CH063;Y55T59;T;;2
2017-W01;CH063;Y55T59;F;;1
2017-W01;CH063;Y55T59;M;;1
2017-W01;CH063;Y65T69;T;;3
2017-W01;CH063;Y65T69;M;;3
2017-W01;CH063;Y70T74;T;;2
2017-W01;CH063;Y70T74;F;;1
2017-W01;CH063;Y70T74;M;;1
2017-W01;CH063;Y75T79;T;;5
2017-W01;CH063;Y75T79;F;;3
2017-W01;CH063;Y75T79;M;;2
2017-W01;CH063;Y80T84;T;;2
2017-W01;CH063;Y80T84;F;;1
2017-W01;CH063;Y80T84;M;;1
2017-W01;CH063;Y85T89;T;;4
2017-W01;CH063;Y85T89;F;;2
2017-W01;CH063;Y85T89;M;;2
2017-W01;CH063;Y_GE90;T;;8
2017-W01;CH063;Y_GE90;F;;6
2017-W01;CH063;Y_GE90;M;;2
2017-W01;CH064;_T;T;;6
2017-W01;CH064;_T;F;;3
2017-W01;CH064;_T;M;;3
2017-W01;CH064;Y60T64;T;;1
2017-W01;CH064;Y60T64;M;;1
2017-W01;CH064;Y65T69;T;;1
2017-W01;CH064;Y65T69;F;;1
2017-W01;CH064;Y80T84;T;;1
2017-W01;CH064;Y80T84;M;;1
2017-W01;CH064;Y85T89;T;;2
2017-W01;CH064;Y85T89;F;;2
2017-W01;CH064;Y_GE90;T;;1
2017-W01;CH064;Y_GE90;M;;1
2017-W01;CH065;_T;T;;7
2017-W01;CH065;_T;F;;3
2017-W01;CH065;_T;M;;4
2017-W01;CH065;Y70T74;T;;2
2017-W01;CH065;Y70T74;M;;2
2017-W01;CH065;Y75T79;T;;1
2017-W01;CH065;Y75T79;M;;1
2017-W01;CH065;Y85T89;T;;2
2017-W01;CH065;Y85T89;F;;1
2017-W01;CH065;Y85T89;M;;1
2017-W01;CH065;Y_GE90;T;;2
2017-W01;CH065;Y_GE90;F;;2
2017-W01;CH066;_T;T;;28
2017-W01;CH066;_T;F;;15
2017-W01;CH066;_T;M;;13
2017-W01;CH066;Y40T44;T;;1
2017-W01;CH066;Y40T44;M;;1
2017-W01;CH066;Y50T54;T;;1
2017-W01;CH066;Y50T54;F;;1
2017-W01;CH066;Y60T64;T;;1
2017-W01;CH066;Y60T64;F;;1
2017-W01;CH066;Y65T69;T;;2
2017-W01;CH066;Y65T69;F;;2
2017-W01;CH066;Y70T74;T;;2
2017-W01;CH066;Y70T74;F;;1
2017-W01;CH066;Y70T74;M;;1
2017-W01;CH066;Y75T79;T;;4
2017-W01;CH066;Y75T79;F;;2
