TIME_PERIOD;GEO;AGE;SEX;Obs_status;Obs_value
2020-W01;CH;_T;T;P;1309
2020-W01;CH;_T;F;P;687
2020-W01;CH;_T;M;P;622
2020-W01;CH;Y0T4;T;P;4
2020-W01;CH;Y0T4;F;P;2
2020-W01;CH;Y0T4;M;P;2
2020-W01;CH;Y5T9;T;P;1
2020-W01;CH;Y5T9;F;P;1
2020-W01;CH;Y10T14;T;P;1
2020-W01;CH;Y10T14;M;P;1
2020-W01;CH;Y15T19;T;P;4
2020-W01;CH;Y15T19;F;P;1
2020-W01;CH;Y15T19;M;P;3
2020-W01;CH;Y20T24;T;P;2
2020-W01;CH;Y20T24;M;P;2
2020-W01;CH;Y25T29;T;P;3
2020-W01;CH;Y25T29;M;P;3
2020-W01;CH;Y35T39;T;P;7
2020-W01;CH;Y35T39;F;P;1
2020-W01;CH;Y35T39;M;P;6
2020-W01;CH;Y40T44;T;P;9
2020-W01;CH;Y40T44;F;P;3
2020-W01;CH;Y40T44;M;P;6
2020-W01;CH;Y45T49;T;P;12
2020-W01;CH;Y45T49;F;P;4
2020-W01;CH;Y45T49;M;P;8
2020-W01;CH;Y50T54;T;P;29
2020-W01;CH;Y50T54;F;P;9
2020-W01;CH;Y50T54;M;P;20
2020-W01;CH;Y55T59;T;P;35
2020-W01;CH;Y55T59;F;P;14
2020-W01;CH;Y55T59;M;P;21
2020-W01;CH;Y60T64;T;P;37
2020-W01;CH;Y60T64;F;P;10
2020-W01;CH;Y60T64;M;P;27
2020-W01;CH;Y65T69;T;P;78
2020-W01;CH;Y65T69;F;P;29
2020-W01;CH;Y65T69;M;P;49
2020-W01;CH;Y70T74;T;P;103
2020-W01;CH;Y70T74;F;P;43
2020-W01;CH;Y70T74;M;P;60
2020-W01;CH;Y75T79;T;P;147
2020-W01;CH;Y75T79;F;P;61
2020-W01;CH;Y75T79;M;P;86
2020-W01;CH;Y80T84;T;P;182
2020-W01;CH;Y80T84;F;P;89
2020-W01;CH;Y80T84;M;P;93
2020-W01;CH;Y85T89;T;P;251
2020-W01;CH;Y85T89;F;P;141
2020-W01;CH;Y85T89;M;P;110
2020-W01;CH;Y_GE90;T;P;404
2020-W01;CH;Y_GE90;F;P;279
2020-W01;CH;Y_GE90;M;P;125
2020-W01;CH011;_T;T;P;101
2020-W01;CH011;_T;F;P;54
2020-W01;CH011;_T;M;P;47
2020-W01;CH011;Y10T14;T;P;1
2020-W01;CH011;Y10T14;M;P;1
2020-W01;CH011;Y25T29;T;P;1
2020-W01;CH011;Y25T29;M;P;1
2020-W01;CH011;Y50T54;T;P;1
2020-W01;CH011;Y50T54;M;P;1
2020-W01;CH011;Y55T59;T;P;2
2020-W01;CH011;Y55T59;F;P;1
2020-W01;CH011;Y55T59;M;P;1
2020-W01;CH011;Y60T64;T;P;6
2020-W01;CH011;Y60T64;F;P;2
2020-W01;CH011;Y60T64;M;P;4
2020-W01;CH011;Y65T69;T;P;10
2020-W01;CH011;Y65T69;F;P;3
2020-W01;CH011;Y65T69;M;P;7
2020-W01;CH011;Y70T74;T;P;9
2020-W01;CH011;Y70T74;F;P;1
2020-W01;CH011;Y70T74;M;P;8
2020-W01;CH011;Y75T79;T;P;6
2020-W01;CH011;Y75T79;F;P;3
2020-W01;CH011;Y75T79;M;P;3
2020-W01;CH011;Y80T84;T;P;18
2020-W01;CH011;Y80T84;F;P;11
2020-W01;CH011;Y80T84;M;P;7
2020-W01;CH011;Y85T89;T;P;22
2020-W01;CH011;Y85T89;F;P;15
2020-W01;CH011;Y85T89;M;P;7
2020-W01;CH011;Y_GE90;T;P;25
2020-W01;CH011;Y_GE90;F;P;18
2020-W01;CH011;Y_GE90;M;P;7
2020-W01;CH012;_T;T;P;40
2020-W01;CH012;_T;F;P;20
2020-W01;CH012;_T;M;P;20
2020-W01;CH012;Y20T24;T;P;1
2020-W01;CH012;Y20T24;M;P;1
2020-W01;CH012;Y40T44;T;P;1
2020-W01;CH012;Y40T44;F;P;1
2020-W01;CH012;Y50T54;T;P;2
2020-W01;CH012;Y50T54;F;P;1
2020-W01;CH012;Y50T54;M;P;1
2020-W01;CH012;Y55T59;T;P;3
2020-W01;CH012;Y55T59;F;P;1
2020-W01;CH012;Y55T59;M;P;2
2020-W01;CH012;Y65T69;T;P;3
2020-W01;CH012;Y65T69;F;P;2
2020-W01;CH012;Y65T69;M;P;1
2020-W01;CH012;Y70T74;T;P;4
2020-W01;CH012;Y70T74;F;P;1
2020-W01;CH012;Y70T74;M;P;3
2020-W01;CH012;Y75T79;T;P;8
2020-W01;CH012;Y75T79;F;P;6
2020-W01;CH012;Y75T79;M;P;2
2020-W01;CH012;Y80T84;T;P;3
2020-W01;CH012;Y80T84;F;P;1
2020-W01;CH012;Y80T84;M;P;2
2020-W01;CH012;Y85T89;T;P;4
2020-W01;CH012;Y85T89;F;P;3
2020-W01;CH012;Y85T89;M;P;1
2020-W01;CH012;Y_GE90;T;P;11
2020-W01;CH012;Y_GE90;F;P;4
2020-W01;CH012;Y_GE90;M;P;7
2020-W01;CH013;_T;T;P;79
2020-W01;CH013;_T;F;P;42
2020-W01;CH013;_T;M;P;37
2020-W01;CH013;Y15T19;T;P;1
2020-W01;CH013;Y15T19;F;P;1
2020-W01;CH013;Y40T44;T;P;2
2020-W01;CH013;Y40T44;F;P;1
2020-W01;CH013;Y40T44;M;P;1
2020-W01;CH013;Y45T49;T;P;1
2020-W01;CH013;Y45T49;M;P;1
2020-W01;CH013;Y50T54;T;P;1
2020-W01;CH013;Y50T54;M;P;1
2020-W01;CH013;Y55T59;T;P;1
2020-W01;CH013;Y55T59;M;P;1
2020-W01;CH013;Y60T64;T;P;4
2020-W01;CH013;Y60T64;F;P;2
2020-W01;CH013;Y60T64;M;P;2
2020-W01;CH013;Y65T69;T;P;1
2020-W01;CH013;Y65T69;M;P;1
2020-W01;CH013;Y70T74;T;P;4
2020-W01;CH013;Y70T74;M;P;4
2020-W01;CH013;Y75T79;T;P;9
2020-W01;CH013;Y75T79;F;P;5
2020-W01;CH013;Y75T79;M;P;4
2020-W01;CH013;Y80T84;T;P;11
2020-W01;CH013;Y80T84;F;P;5
2020-W01;CH013;Y80T84;M;P;6
2020-W01;CH013;Y85T89;T;P;20
2020-W01;CH013;Y85T89;F;P;9
2020-W01;CH013;Y85T89;M;P;11
2020-W01;CH013;Y_GE90;T;P;24
2020-W01;CH013;Y_GE90;F;P;19
2020-W01;CH013;Y_GE90;M;P;5
2020-W01;CH021;_T;T;P;172
2020-W01;CH021;_T;F;P;97
2020-W01;CH021;_T;M;P;75
2020-W01;CH021;Y0T4;T;P;1
2020-W01;CH021;Y0T4;M;P;1
2020-W01;CH021;Y15T19;T;P;1
2020-W01;CH021;Y15T19;M;P;1
2020-W01;CH021;Y40T44;T;P;1
2020-W01;CH021;Y40T44;M;P;1
2020-W01;CH021;Y50T54;T;P;2
2020-W01;CH021;Y50T54;F;P;1
2020-W01;CH021;Y50T54;M;P;1
2020-W01;CH021;Y55T59;T;P;1
2020-W01;CH021;Y55T59;M;P;1
2020-W01;CH021;Y60T64;T;P;3
2020-W01;CH021;Y60T64;F;P;1
2020-W01;CH021;Y60T64;M;P;2
2020-W01;CH021;Y65T69;T;P;10
2020-W01;CH021;Y65T69;F;P;6
2020-W01;CH021;Y65T69;M;P;4
2020-W01;CH021;Y70T74;T;P;14
2020-W01;CH021;Y70T74;F;P;5
2020-W01;CH021;Y70T74;M;P;9
2020-W01;CH021;Y75T79;T;P;24
2020-W01;CH021;Y75T79;F;P;9
2020-W01;CH021;Y75T79;M;P;15
2020-W01;CH021;Y80T84;T;P;22
2020-W01;CH021;Y80T84;F;P;10
2020-W01;CH021;Y80T84;M;P;12
2020-W01;CH021;Y85T89;T;P;30
2020-W01;CH021;Y85T89;F;P;18
2020-W01;CH021;Y85T89;M;P;12
2020-W01;CH021;Y_GE90;T;P;63
2020-W01;CH021;Y_GE90;F;P;47
2020-W01;CH021;Y_GE90;M;P;16
2020-W01;CH022;_T;T;P;41
2020-W01;CH022;_T;F;P;20
2020-W01;CH022;_T;M;P;21
2020-W01;CH022;Y35T39;T;P;1
2020-W01;CH022;Y35T39;F;P;1
2020-W01;CH022;Y40T44;T;P;1
2020-W01;CH022;Y40T44;M;P;1
2020-W01;CH022;Y45T49;T;P;1
2020-W01;CH022;Y45T49;M;P;1
2020-W01;CH022;Y60T64;T;P;1
2020-W01;CH022;Y60T64;M;P;1
2020-W01;CH022;Y65T69;T;P;2
2020-W01;CH022;Y65T69;F;P;1
2020-W01;CH022;Y65T69;M;P;1
2020-W01;CH022;Y70T74;T;P;2
2020-W01;CH022;Y70T74;F;P;1
2020-W01;CH022;Y70T74;M;P;1
2020-W01;CH022;Y75T79;T;P;5
2020-W01;CH022;Y75T79;F;P;2
2020-W01;CH022;Y75T79;M;P;3
2020-W01;CH022;Y80T84;T;P;7
2020-W01;CH022;Y80T84;F;P;3
2020-W01;CH022;Y80T84;M;P;4
2020-W01;CH022;Y85T89;T;P;9
2020-W01;CH022;Y85T89;F;P;5
2020-W01;CH022;Y85T89;M;P;4
2020-W01;CH022;Y_GE90;T;P;12
2020-W01;CH022;Y_GE90;F;P;7
2020-W01;CH022;Y_GE90;M;P;5
2020-W01;CH023;_T;T;P;58
2020-W01;CH023;_T;F;P;31
2020-W01;CH023;_T;M;P;27
2020-W01;CH023;Y5T9;T;P;1
2020-W01;CH023;Y5T9;F;P;1
2020-W01;CH023;Y20T24;T;P;1
2020-W01;CH023;Y20T24;M;P;1
2020-W01;CH023;Y50T54;T;P;3
2020-W01;CH023;Y50T54;F;P;1
2020-W01;CH023;Y50T54;M;P;2
2020-W01;CH023;Y55T59;T;P;2
2020-W01;CH023;Y55T59;F;P;1
2020-W01;CH023;Y55T59;M;P;1
2020-W01;CH023;Y60T64;T;P;1
2020-W01;CH023;Y60T64;M;P;1
2020-W01;CH023;Y65T69;T;P;4
2020-W01;CH023;Y65T69;F;P;1
2020-W01;CH023;Y65T69;M;P;3
2020-W01;CH023;Y70T74;T;P;6
2020-W01;CH023;Y70T74;F;P;4
2020-W01;CH023;Y70T74;M;P;2
2020-W01;CH023;Y75T79;T;P;10
2020-W01;CH023;Y75T79;F;P;4
2020-W01;CH023;Y75T79;M;P;6
2020-W01;CH023;Y80T84;T;P;4
2020-W01;CH023;Y80T84;F;P;3
2020-W01;CH023;Y80T84;M;P;1
2020-W01;CH023;Y85T89;T;P;14
2020-W01;CH023;Y85T89;F;P;8
2020-W01;CH023;Y85T89;M;P;6
2020-W01;CH023;Y_GE90;T;P;12
2020-W01;CH023;Y_GE90;F;P;8
2020-W01;CH023;Y_GE90;M;P;4
2020-W01;CH024;_T;T;P;35
2020-W01;CH024;_T;F;P;16
2020-W01;CH024;_T;M;P;19
2020-W01;CH024;Y50T54;T;P;1
2020-W01;CH024;Y50T54;M;P;1
2020-W01;CH024;Y55T59;T;P;2
2020-W01;CH024;Y55T59;F;P;1
2020-W01;CH024;Y55T59;M;P;1
2020-W01;CH024;Y60T64;T;P;2
2020-W01;CH024;Y60T64;F;P;1
2020-W01;CH024;Y60T64;M;P;1
2020-W01;CH024;Y65T69;T;P;6
2020-W01;CH024;Y65T69;F;P;4
2020-W01;CH024;Y65T69;M;P;2
2020-W01;CH024;Y70T74;T;P;2
2020-W01;CH024;Y70T74;M;P;2
2020-W01;CH024;Y75T79;T;P;4
2020-W01;CH024;Y75T79;F;P;2
2020-W01;CH024;Y75T79;M;P;2
2020-W01;CH024;Y80T84;T;P;6
2020-W01;CH024;Y80T84;F;P;2
2020-W01;CH024;Y80T84;M;P;4
2020-W01;CH024;Y85T89;T;P;4
2020-W01;CH024;Y85T89;M;P;4
2020-W01;CH024;Y_GE90;T;P;8
2020-W01;CH024;Y_GE90;F;P;6
2020-W01;CH024;Y_GE90;M;P;2
2020-W01;CH025;_T;T;P;11
2020-W01;CH025;_T;F;P;9
2020-W01;CH025;_T;M;P;2
2020-W01;CH025;Y65T69;T;P;1
2020-W01;CH025;Y65T69;M;P;1
2020-W01;CH025;Y70T74;T;P;1
2020-W01;CH025;Y70T74;M;P;1
2020-W01;CH025;Y75T79;T;P;2
2020-W01;CH025;Y75T79;F;P;2
2020-W01;CH025;Y80T84;T;P;2
2020-W01;CH025;Y80T84;F;P;2
2020-W01;CH025;Y85T89;T;P;2
2020-W01;CH025;Y85T89;F;P;2
2020-W01;CH025;Y_GE90;T;P;3
2020-W01;CH025;Y_GE90;F;P;3
2020-W01;CH031;_T;T;P;45
2020-W01;CH031;_T;F;P;23
2020-W01;CH031;_T;M;P;22
2020-W01;CH031;Y50T54;T;P;2
2020-W01;CH031;Y50T54;F;P;2
2020-W01;CH031;Y60T64;T;P;3
2020-W01;CH031;Y60T64;M;P;3
2020-W01;CH031;Y65T69;T;P;1
2020-W01;CH031;Y65T69;F;P;1
2020-W01;CH031;Y70T74;T;P;3
2020-W01;CH031;Y70T74;M;P;3
2020-W01;CH031;Y75T79;T;P;5
2020-W01;CH031;Y75T79;F;P;1
2020-W01;CH031;Y75T79;M;P;4
2020-W01;CH031;Y80T84;T;P;3
2020-W01;CH031;Y80T84;F;P;2
2020-W01;CH031;Y80T84;M;P;1
2020-W01;CH031;Y85T89;T;P;11
2020-W01;CH031;Y85T89;F;P;5
2020-W01;CH031;Y85T89;M;P;6
2020-W01;CH031;Y_GE90;T;P;17
2020-W01;CH031;Y_GE90;F;P;12
2020-W01;CH031;Y_GE90;M;P;5
2020-W01;CH032;_T;T;P;44
2020-W01;CH032;_T;F;P;29
2020-W01;CH032;_T;M;P;15
2020-W01;CH032;Y50T54;T;P;2
2020-W01;CH032;Y50T54;F;P;1
2020-W01;CH032;Y50T54;M;P;1
2020-W01;CH032;Y60T64;T;P;1
2020-W01;CH032;Y60T64;M;P;1
2020-W01;CH032;Y65T69;T;P;2
2020-W01;CH032;Y65T69;F;P;1
2020-W01;CH032;Y65T69;M;P;1
2020-W01;CH032;Y70T74;T;P;3
2020-W01;CH032;Y70T74;F;P;2
2020-W01;CH032;Y70T74;M;P;1
2020-W01;CH032;Y75T79;T;P;7
2020-W01;CH032;Y75T79;F;P;6
2020-W01;CH032;Y75T79;M;P;1
2020-W01;CH032;Y80T84;T;P;2
2020-W01;CH032;Y80T84;F;P;1
2020-W01;CH032;Y80T84;M;P;1
2020-W01;CH032;Y85T89;T;P;14
2020-W01;CH032;Y85T89;F;P;11
2020-W01;CH032;Y85T89;M;P;3
2020-W01;CH032;Y_GE90;T;P;13
2020-W01;CH032;Y_GE90;F;P;7
2020-W01;CH032;Y_GE90;M;P;6
2020-W01;CH033;_T;T;P;107
2020-W01;CH033;_T;F;P;48
2020-W01;CH033;_T;M;P;59
2020-W01;CH033;Y25T29;T;P;1
2020-W01;CH033;Y25T29;M;P;1
2020-W01;CH033;Y35T39;T;P;2
2020-W01;CH033;Y35T39;M;P;2
2020-W01;CH033;Y40T44;T;P;2
2020-W01;CH033;Y40T44;F;P;1
2020-W01;CH033;Y40T44;M;P;1
2020-W01;CH033;Y50T54;T;P;4
2020-W01;CH033;Y50T54;F;P;1
2020-W01;CH033;Y50T54;M;P;3
2020-W01;CH033;Y55T59;T;P;3
2020-W01;CH033;Y55T59;F;P;1
2020-W01;CH033;Y55T59;M;P;2
2020-W01;CH033;Y60T64;T;P;2
2020-W01;CH033;Y60T64;F;P;1
2020-W01;CH033;Y60T64;M;P;1
2020-W01;CH033;Y65T69;T;P;6
2020-W01;CH033;Y65T69;F;P;2
2020-W01;CH033;Y65T69;M;P;4
2020-W01;CH033;Y70T74;T;P;10
2020-W01;CH033;Y70T74;F;P;5
2020-W01;CH033;Y70T74;M;P;5
2020-W01;CH033;Y75T79;T;P;20
2020-W01;CH033;Y75T79;F;P;6
2020-W01;CH033;Y75T79;M;P;14
2020-W01;CH033;Y80T84;T;P;15
2020-W01;CH033;Y80T84;F;P;8
2020-W01;CH033;Y80T84;M;P;7
2020-W01;CH033;Y85T89;T;P;17
2020-W01;CH033;Y85T89;F;P;8
2020-W01;CH033;Y85T89;M;P;9
2020-W01;CH033;Y_GE90;T;P;25
2020-W01;CH033;Y_GE90;F;P;15
2020-W01;CH033;Y_GE90;M;P;10
2020-W01;CH040;_T;T;P;214
2020-W01;CH040;_T;F;P;119
2020-W01;CH040;_T;M;P;95
2020-W01;CH040;Y0T4;T;P;1
2020-W01;CH040;Y0T4;F;P;1
