TIME_PERIOD;GEO;AGE;SEX;Obs_status;Obs_value
2016-W01;CH;_T;T;;1340
2016-W01;CH;_T;F;;687
2016-W01;CH;_T;M;;653
2016-W01;CH;Y0T4;T;;2
2016-W01;CH;Y0T4;F;;1
2016-W01;CH;Y0T4;M;;1
2016-W01;CH;Y15T19;T;;1
2016-W01;CH;Y15T19;M;;1
2016-W01;CH;Y20T24;T;;3
2016-W01;CH;Y20T24;F;;1
2016-W01;CH;Y20T24;M;;2
2016-W01;CH;Y25T29;T;;4
2016-W01;CH;Y25T29;F;;1
2016-W01;CH;Y25T29;M;;3
2016-W01;CH;Y30T34;T;;6
2016-W01;CH;Y30T34;F;;3
2016-W01;CH;Y30T34;M;;3
2016-W01;CH;Y35T39;T;;2
2016-W01;CH;Y35T39;M;;2
2016-W01;CH;Y40T44;T;;7
2016-W01;CH;Y40T44;F;;2
2016-W01;CH;Y40T44;M;;5
2016-W01;CH;Y45T49;T;;14
2016-W01;CH;Y45T49;F;;7
2016-W01;CH;Y45T49;M;;7
2016-W01;CH;Y50T54;T;;29
2016-W01;CH;Y50T54;F;;13
2016-W01;CH;Y50T54;M;;16
2016-W01;CH;Y55T59;T;;41
2016-W01;CH;Y55T59;F;;16
2016-W01;CH;Y55T59;M;;25
2016-W01;CH;Y60T64;T;;61
2016-W01;CH;Y60T64;F;;17
2016-W01;CH;Y60T64;M;;44
2016-W01;CH;Y65T69;T;;90
2016-W01;CH;Y65T69;F;;32
2016-W01;CH;Y65T69;M;;58
2016-W01;CH;Y70T74;T;;119
2016-W01;CH;Y70T74;F;;48
2016-W01;CH;Y70T74;M;;71
2016-W01;CH;Y75T79;T;;112
2016-W01;CH;Y75T79;F;;52
2016-W01;CH;Y75T79;M;;60
2016-W01;CH;Y80T84;T;;192
2016-W01;CH;Y80T84;F;;87
2016-W01;CH;Y80T84;M;;105
2016-W01;CH;Y85T89;T;;273
2016-W01;CH;Y85T89;F;;152
2016-W01;CH;Y85T89;M;;121
2016-W01;CH;Y_GE90;T;;384
2016-W01;CH;Y_GE90;F;;255
2016-W01;CH;Y_GE90;M;;129
2016-W01;CH011;_T;T;;114
2016-W01;CH011;_T;F;;58
2016-W01;CH011;_T;M;;56
2016-W01;CH011;Y15T19;T;;1
2016-W01;CH011;Y15T19;M;;1
2016-W01;CH011;Y25T29;T;;2
2016-W01;CH011;Y25T29;F;;1
2016-W01;CH011;Y25T29;M;;1
2016-W01;CH011;Y40T44;T;;3
2016-W01;CH011;Y40T44;M;;3
2016-W01;CH011;Y45T49;T;;2
2016-W01;CH011;Y45T49;F;;1
2016-W01;CH011;Y45T49;M;;1
2016-W01;CH011;Y50T54;T;;1
2016-W01;CH011;Y50T54;M;;1
2016-W01;CH011;Y55T59;T;;6
2016-W01;CH011;Y55T59;F;;1
2016-W01;CH011;Y55T59;M;;5
2016-W01;CH011;Y60T64;T;;5
2016-W01;CH011;Y60T64;M;;5
2016-W01;CH011;Y65T69;T;;10
2016-W01;CH011;Y65T69;F;;4
2016-W01;CH011;Y65T69;M;;6
2016-W01;CH011;Y70T74;T;;8
2016-W01;CH011;Y70T74;F;;4
2016-W01;CH011;Y70T74;M;;4
2016-W01;CH011;Y75T79;T;;11
2016-W01;CH011;Y75T79;F;;5
2016-W01;CH011;Y75T79;M;;6
2016-W01;CH011;Y80T84;T;;17
2016-W01;CH011;Y80T84;F;;8
2016-W01;CH011;Y80T84;M;;9
2016-W01;CH011;Y85T89;T;;19
2016-W01;CH011;Y85T89;F;;12
2016-W01;CH011;Y85T89;M;;7
2016-W01;CH011;Y_GE90;T;;29
2016-W01;CH011;Y_GE90;F;;22
2016-W01;CH011;Y_GE90;M;;7
2016-W01;CH012;_T;T;;57
2016-W01;CH012;_T;F;;26
2016-W01;CH012;_T;M;;31
2016-W01;CH012;Y30T34;T;;2
2016-W01;CH012;Y30T34;M;;2
2016-W01;CH012;Y40T44;T;;1
2016-W01;CH012;Y40T44;M;;1
2016-W01;CH012;Y45T49;T;;2
2016-W01;CH012;Y45T49;F;;1
2016-W01;CH012;Y45T49;M;;1
2016-W01;CH012;Y55T59;T;;2
2016-W01;CH012;Y55T59;M;;2
2016-W01;CH012;Y60T64;T;;1
2016-W01;CH012;Y60T64;M;;1
2016-W01;CH012;Y65T69;T;;4
2016-W01;CH012;Y65T69;F;;1
2016-W01;CH012;Y65T69;M;;3
2016-W01;CH012;Y70T74;T;;6
2016-W01;CH012;Y70T74;F;;3
2016-W01;CH012;Y70T74;M;;3
2016-W01;CH012;Y75T79;T;;7
2016-W01;CH012;Y75T79;F;;3
2016-W01;CH012;Y75T79;M;;4
2016-W01;CH012;Y80T84;T;;3
2016-W01;CH012;Y80T84;F;;1
2016-W01;CH012;Y80T84;M;;2
2016-W01;CH012;Y85T89;T;;12
2016-W01;CH012;Y85T89;F;;7
2016-W01;CH012;Y85T89;M;;5
2016-W01;CH012;Y_GE90;T;;17
2016-W01;CH012;Y_GE90;F;;10
2016-W01;CH012;Y_GE90;M;;7
2016-W01;CH013;_T;T;;69
2016-W01;CH013;_T;F;;39
2016-W01;CH013;_T;M;;30
2016-W01;CH013;Y50T54;T;;1
2016-W01;CH013;Y50T54;F;;1
2016-W01;CH013;Y55T59;T;;2
2016-W01;CH013;Y55T59;M;;2
2016-W01;CH013;Y60T64;T;;2
2016-W01;CH013;Y60T64;F;;1
2016-W01;CH013;Y60T64;M;;1
2016-W01;CH013;Y65T69;T;;5
2016-W01;CH013;Y65T69;F;;1
2016-W01;CH013;Y65T69;M;;4
2016-W01;CH013;Y70T74;T;;3
2016-W01;CH013;Y70T74;F;;1
2016-W01;CH013;Y70T74;M;;2
2016-W01;CH013;Y75T79;T;;5
2016-W01;CH013;Y75T79;F;;5
2016-W01;CH013;Y80T84;T;;7
2016-W01;CH013;Y80T84;F;;3
2016-W01;CH013;Y80T84;M;;4
2016-W01;CH013;Y85T89;T;;17
2016-W01;CH013;Y85T89;F;;13
2016-W01;CH013;Y85T89;M;;4
2016-W01;CH013;Y_GE90;T;;27
2016-W01;CH013;Y_GE90;F;;14
2016-W01;CH013;Y_GE90;M;;13
2016-W01;CH021;_T;T;;208
2016-W01;CH021;_T;F;;107
2016-W01;CH021;_T;M;;101
2016-W01;CH021;Y0T4;T;;1
2016-W01;CH021;Y0T4;F;;1
2016-W01;CH021;Y40T44;T;;1
2016-W01;CH021;Y40T44;M;;1
2016-W01;CH021;Y50T54;T;;6
2016-W01;CH021;Y50T54;F;;3
2016-W01;CH021;Y50T54;M;;3
2016-W01;CH021;Y55T59;T;;6
2016-W01;CH021;Y55T59;F;;2
2016-W01;CH021;Y55T59;M;;4
2016-W01;CH021;Y60T64;T;;16
2016-W01;CH021;Y60T64;F;;3
2016-W01;CH021;Y60T64;M;;13
2016-W01;CH021;Y65T69;T;;12
2016-W01;CH021;Y65T69;F;;5
