TIME_PERIOD;GEO;AGE;SEX;Obs_status;Obs_value
2014-W01;CH023;Y45T49;F;;1
2014-W01;CH023;Y45T49;M;;1
2014-W01;CH023;Y50T54;T;;2
2014-W01;CH023;Y50T54;F;;2
2014-W01;CH023;Y55T59;T;;2
2014-W01;CH023;Y55T59;F;;2
2014-W01;CH023;Y60T64;T;;4
2014-W01;CH023;Y60T64;M;;4
2014-W01;CH023;Y65T69;T;;4
2014-W01;CH023;Y65T69;F;;1
2014-W01;CH023;Y65T69;M;;3
2014-W01;CH023;Y70T74;T;;4
2014-W01;CH023;Y70T74;F;;1
2014-W01;CH023;Y70T74;M;;3
2014-W01;CH023;Y75T79;T;;6
2014-W01;CH023;Y75T79;F;;5
2014-W01;CH023;Y75T79;M;;1
2014-W01;CH023;Y80T84;T;;5
2014-W01;CH023;Y80T84;F;;3
2014-W01;CH023;Y80T84;M;;2
2014-W01;CH023;Y85T89;T;;10
2014-W01;CH023;Y85T89;F;;8
2014-W01;CH023;Y85T89;M;;2
2014-W01;CH023;Y_GE90;T;;14
2014-W01;CH023;Y_GE90;F;;10
2014-W01;CH023;Y_GE90;M;;4
2014-W01;CH024;_T;T;;39
2014-W01;CH024;_T;F;;18
2014-W01;CH024;_T;M;;21
2014-W01;CH024;Y45T49;T;;1
2014-W01;CH024;Y45T49;M;;1
2014-W01;CH024;Y55T59;T;;1
2014-W01;CH024;Y55T59;M;;1
2014-W01;CH024;Y60T64;T;;2
2014-W01;CH024;Y60T64;F;;1
2014-W01;CH024;Y60T64;M;;1
2014-W01;CH024;Y65T69;T;;3
2014-W01;CH024;Y65T69;M;;3
2014-W01;CH024;Y70T74;T;;5
2014-W01;CH024;Y70T74;F;;2
2014-W01;CH024;Y70T74;M;;3
2014-W01;CH024;Y75T79;T;;4
2014-W01;CH024;Y75T79;M;;4
2014-W01;CH024;Y80T84;T;;5
2014-W01;CH024;Y80T84;F;;3
2014-W01;CH024;Y80T84;M;;2
2014-W01;CH024;Y85T89;T;;5
2014-W01;CH024;Y85T89;F;;3
2014-W01;CH024;Y85T89;M;;2
2014-W01;CH024;Y_GE90;T;;13
2014-W01;CH024;Y_GE90;F;;9
2014-W01;CH024;Y_GE90;M;;4
2014-W01;CH025;_T;T;;9
2014-W01;CH025;_T;F;;4
2014-W01;CH025;_T;M;;5
2014-W01;CH025;Y25T29;T;;1
2014-W01;CH025;Y25T29;M;;1
2014-W01;CH025;Y70T74;T;;1
2014-W01;CH025;Y70T74;M;;1
2014-W01;CH025;Y75T79;T;;1
2014-W01;CH025;Y75T79;F;;1
2014-W01;CH025;Y80T84;T;;3
2014-W01;CH025;Y80T84;F;;1
2014-W01;CH025;Y80T84;M;;2
2014-W01;CH025;Y85T89;T;;2
2014-W01;CH025;Y85T89;F;;1
2014-W01;CH025;Y85T89;M;;1
2014-W01;CH025;Y_GE90;T;;1
2014-W01;CH025;Y_GE90;F;;1
2014-W01;CH031;_T;T;;46
2014-W01;CH031;_T;F;;22
2014-W01;CH031;_T;M;;24
2014-W01;CH031;Y25T29;T;;1
2014-W01;CH031;Y25T29;M;;1
2014-W01;CH031;Y40T44;T;;1
2014-W01;CH031;Y40T44;F;;1
2014-W01;CH031;Y50T54;T;;1
2014-W01;CH031;Y50T54;M;;1
2014-W01;CH031;Y55T59;T;;1
2014-W01;CH031;Y55T59;M;;1
2014-W01;CH031;Y60T64;T;;5
2014-W01;CH031;Y60T64;F;;1
2014-W01;CH031;Y60T64;M;;4
2014-W01;CH031;Y65T69;T;;2
2014-W01;CH031;Y65T69;F;;1
2014-W01;CH031;Y65T69;M;;1
2014-W01;CH031;Y70T74;T;;2
2014-W01;CH031;Y70T74;F;;1
2014-W01;CH031;Y70T74;M;;1
2014-W01;CH031;Y75T79;T;;1
2014-W01;CH031;Y75T79;F;;1
2014-W01;CH031;Y80T84;T;;7
2014-W01;CH031;Y80T84;F;;2
2014-W01;CH031;Y80T84;M;;5
2014-W01;CH031;Y85T89;T;;11
2014-W01;CH031;Y85T89;F;;5
2014-W01;CH031;Y85T89;M;;6
2014-W01;CH031;Y_GE90;T;;14
2014-W01;CH031;Y_GE90;F;;10
2014-W01;CH031;Y_GE90;M;;4
2014-W01;CH032;_T;T;;48
2014-W01;CH032;_T;F;;21
2014-W01;CH032;_T;M;;27
2014-W01;CH032;Y0T4;T;;1
2014-W01;CH032;Y0T4;M;;1
2014-W01;CH032;Y35T39;T;;1
2014-W01;CH032;Y35T39;M;;1
2014-W01;CH032;Y45T49;T;;1
2014-W01;CH032;Y45T49;M;;1
2014-W01;CH032;Y55T59;T;;2
2014-W01;CH032;Y55T59;F;;1
2014-W01;CH032;Y55T59;M;;1
2014-W01;CH032;Y65T69;T;;2
2014-W01;CH032;Y65T69;M;;2
2014-W01;CH032;Y70T74;T;;2
2014-W01;CH032;Y70T74;F;;1
2014-W01;CH032;Y70T74;M;;1
2014-W01;CH032;Y75T79;T;;9
2014-W01;CH032;Y75T79;F;;3
2014-W01;CH032;Y75T79;M;;6
2014-W01;CH032;Y80T84;T;;5
2014-W01;CH032;Y80T84;F;;3
2014-W01;CH032;Y80T84;M;;2
2014-W01;CH032;Y85T89;T;;11
2014-W01;CH032;Y85T89;F;;4
2014-W01;CH032;Y85T89;M;;7
2014-W01;CH032;Y_GE90;T;;14
2014-W01;CH032;Y_GE90;F;;9
2014-W01;CH032;Y_GE90;M;;5
2014-W01;CH033;_T;T;;99
2014-W01;CH033;_T;F;;48
2014-W01;CH033;_T;M;;51
2014-W01;CH033;Y20T24;T;;1
2014-W01;CH033;Y20T24;M;;1
2014-W01;CH033;Y35T39;T;;1
2014-W01;CH033;Y35T39;M;;1
2014-W01;CH033;Y45T49;T;;3
2014-W01;CH033;Y45T49;F;;2
2014-W01;CH033;Y45T49;M;;1
2014-W01;CH033;Y50T54;T;;2
2014-W01;CH033;Y50T54;M;;2
2014-W01;CH033;Y55T59;T;;2
2014-W01;CH033;Y55T59;F;;1
2014-W01;CH033;Y55T59;M;;1
2014-W01;CH033;Y60T64;T;;4
2014-W01;CH033;Y60T64;F;;2
2014-W01;CH033;Y60T64;M;;2
2014-W01;CH033;Y65T69;T;;5
2014-W01;CH033;Y65T69;F;;2
2014-W01;CH033;Y65T69;M;;3
2014-W01;CH033;Y70T74;T;;14
2014-W01;CH033;Y70T74;F;;6
2014-W01;CH033;Y70T74;M;;8
2014-W01;CH033;Y75T79;T;;10
2014-W01;CH033;Y75T79;F;;6
2014-W01;CH033;Y75T79;M;;4
2014-W01;CH033;Y80T84;T;;14
2014-W01;CH033;Y80T84;F;;7
2014-W01;CH033;Y80T84;M;;7
2014-W01;CH033;Y85T89;T;;20
2014-W01;CH033;Y85T89;F;;10
2014-W01;CH033;Y85T89;M;;10
2014-W01;CH033;Y_GE90;T;;23
2014-W01;CH033;Y_GE90;F;;12
2014-W01;CH033;Y_GE90;M;;11
2014-W01;CH040;_T;T;;225
2014-W01;CH040;_T;F;;124
2014-W01;CH040;_T;M;;101
2014-W01;CH040;Y25T29;T;;1
2014-W01;CH040;Y25T29;F;;1
2014-W01;CH040;Y30T34;T;;1
2014-W01;CH040;Y30T34;M;;1
2014-W01;CH040;Y35T39;T;;3
2014-W01;CH040;Y35T39;F;;1
2014-W01;CH040;Y35T39;M;;2
2014-W01;CH040;Y40T44;T;;1
2014-W01;CH040;Y40T44;M;;1
2014-W01;CH040;Y45T49;T;;5
2014-W01;CH040;Y45T49;F;;2
2014-W01;CH040;Y45T49;M;;3
2014-W01;CH040;Y50T54;T;;3
2014-W01;CH040;Y50T54;F;;2
2014-W01;CH040;Y50T54;M;;1
2014-W01;CH040;Y55T59;T;;8
2014-W01;CH040;Y55T59;F;;3
2014-W01;CH040;Y55T59;M;;5
2014-W01;CH040;Y60T64;T;;4
2014-W01;CH040;Y60T64;M;;4
2014-W01;CH040;Y65T69;T;;6
2014-W01;CH040;Y65T69;F;;4
2014-W01;CH040;Y65T69;M;;2
2014-W01;CH040;Y70T74;T;;16
2014-W01;CH040;Y70T74;F;;11
2014-W01;CH040;Y70T74;M;;5
2014-W01;CH040;Y75T79;T;;25
2014-W01;CH040;Y75T79;F;;13
2014-W01;CH040;Y75T79;M;;12
2014-W01;CH040;Y80T84;T;;37
2014-W01;CH040;Y80T84;F;;17
2014-W01;CH040;Y80T84;M;;20
2014-W01;CH040;Y85T89;T;;53
2014-W01;CH040;Y85T89;F;;30
2014-W01;CH040;Y85T89;M;;23
2014-W01;CH040;Y_GE90;T;;62
2014-W01;CH040;Y_GE90;F;;40
2014-W01;CH040;Y_GE90;M;;22
2014-W01;CH051;_T;T;;4
2014-W01;CH051;_T;M;;4
2014-W01;CH051;Y70T74;T;;3
2014-W01;CH051;Y70T74;M;;3
2014-W01;CH051;Y_GE90;T;;1
2014-W01;CH051;Y_GE90;M;;1
2014-W01;CH052;_T;T;;24
2014-W01;CH052;_T;F;;13
2014-W01;CH052;_T;M;;11
2014-W01;CH052;Y15T19;T;;1
2014-W01;CH052;Y15T19;F;;1
2014-W01;CH052;Y45T49;T;;1
2014-W01;CH052;Y45T49;F;;1
2014-W01;CH052;Y50T54;T;;1
2014-W01;CH052;Y50T54;M;;1
2014-W01;CH052;Y60T64;T;;2
2014-W01;CH052;Y60T64;F;;1
2014-W01;CH052;Y60T64;M;;1
2014-W01;CH052;Y65T69;T;;1
2014-W01;CH052;Y65T69;M;;1
2014-W01;CH052;Y70T74;T;;1
2014-W01;CH052;Y70T74;F;;1
2014-W01;CH052;Y75T79;T;;2
2014-W01;CH052;Y75T79;M;;2
2014-W01;CH052;Y80T84;T;;5
2014-W01;CH052;Y80T84;F;;3
2014-W01;CH052;Y80T84;M;;2
2014-W01;CH052;Y85T89;T;;4
2014-W01;CH052;Y85T89;F;;1
2014-W01;CH052;Y85T89;M;;3
2014-W01;CH052;Y_GE90;T;;6
2014-W01;CH052;Y_GE90;F;;5
2014-W01;CH052;Y_GE90;M;;1
2014-W01;CH053;_T;T;;11
2014-W01;CH053;_T;F;;6
2014-W01;CH053;_T;M;;5
2014-W01;CH053;Y60T64;T;;1
2014-W01;CH053;Y60T64;M;;1
2014-W01;CH053;Y80T84;T;;5
2014-W01;CH053;Y80T84;F;;1
2014-W01;CH053;Y80T84;M;;4
2014-W01;CH053;Y85T89;T;;1
2014-W01;CH053;Y85T89;F;;1
2014-W01;CH053;Y_GE90;T;;4
2014-W01;CH053;Y_GE90;F;;4
2014-W01;CH054;_T;T;;2
2014-W01;CH054;_T;M;;2
2014-W01;CH054;Y75T79;T;;1
2014-W01;CH054;Y75T79;M;;1
2014-W01;CH054;Y80T84;T;;1
2014-W01;CH054;Y80T84;M;;1
2014-W01;CH055;_T;T;;77
2014-W01;CH055;_T;F;;34
2014-W01;CH055;_T;M;;43
2014-W01;CH055;Y35T39;T;;1
2014-W01;CH055;Y35T39;F;;1
2014-W01;CH055;Y45T49;T;;1
2014-W01;CH055;Y45T49;M;;1
2014-W01;CH055;Y50T54;T;;1
2014-W01;CH055;Y50T54;M;;1
2014-W01;CH055;Y55T59;T;;1
2014-W01;CH055;Y55T59;M;;1
2014-W01;CH055;Y60T64;T;;3
2014-W01;CH055;Y60T64;M;;3
2014-W01;CH055;Y65T69;T;;4
2014-W01;CH055;Y65T69;F;;1
2014-W01;CH055;Y65T69;M;;3
2014-W01;CH055;Y70T74;T;;4
2014-W01;CH055;Y70T74;F;;1
2014-W01;CH055;Y70T74;M;;3
2014-W01;CH055;Y75T79;T;;11
2014-W01;CH055;Y75T79;F;;3
2014-W01;CH055;Y75T79;M;;8
2014-W01;CH055;Y80T84;T;;16
2014-W01;CH055;Y80T84;F;;8
2014-W01;CH055;Y80T84;M;;8
2014-W01;CH055;Y85T89;T;;13
2014-W01;CH055;Y85T89;F;;8
2014-W01;CH055;Y85T89;M;;5
2014-W01;CH055;Y_GE90;T;;22
2014-W01;CH055;Y_GE90;F;;12
2014-W01;CH055;Y_GE90;M;;10
2014-W01;CH056;_T;T;;43
2014-W01;CH056;_T;F;;24
2014-W01;CH056;_T;M;;19
2014-W01;CH056;Y50T54;T;;1
2014-W01;CH056;Y50T54;F;;1
2014-W01;CH056;Y55T59;T;;2
2014-W01;CH056;Y55T59;F;;1
2014-W01;CH056;Y55T59;M;;1
2014-W01;CH056;Y60T64;T;;1
2014-W01;CH056;Y60T64;F;;1
2014-W01;CH056;Y65T69;T;;1
2014-W01;CH056;Y65T69;M;;1
2014-W01;CH056;Y70T74;T;;7
2014-W01;CH056;Y70T74;F;;3
2014-W01;CH056;Y70T74;M;;4
2014-W01;CH056;Y75T79;T;;3
2014-W01;CH056;Y75T79;M;;3
2014-W01;CH056;Y80T84;T;;10
2014-W01;CH056;Y80T84;F;;6
2014-W01;CH056;Y80T84;M;;4
2014-W01;CH056;Y85T89;T;;7
2014-W01;CH056;Y85T89;F;;3
2014-W01;CH056;Y85T89;M;;4
2014-W01;CH056;Y_GE90;T;;11
2014-W01;CH056;Y_GE90;F;;9
2014-W01;CH056;Y_GE90;M;;2
2014-W01;CH057;_T;T;;28
2014-W01;CH057;_T;F;;14
2014-W01;CH057;_T;M;;14
2014-W01;CH057;Y40T44;T;;1
2014-W01;CH057;Y40T44;M;;1
2014-W01;CH057;Y50T54;T;;1
2014-W01;CH057;Y50T54;F;;1
2014-W01;CH057;Y60T64;T;;2
2014-W01;CH057;Y60T64;M;;2
2014-W01;CH057;Y75T79;T;;5
2014-W01;CH057;Y75T79;F;;2
2014-W01;CH057;Y75T79;M;;3
2014-W01;CH057;Y80T84;T;;6
2014-W01;CH057;Y80T84;F;;3
2014-W01;CH057;Y80T84;M;;3
2014-W01;CH057;Y85T89;T;;6
2014-W01;CH057;Y85T89;F;;3
2014-W01;CH057;Y85T89;M;;3
2014-W01;CH057;Y_GE90;T;;7
2014-W01;CH057;Y_GE90;F;;5
2014-W01;CH057;Y_GE90;M;;2
2014-W01;CH061;_T;T;;62
2014-W01;CH061;_T;F;;35
2014-W01;CH061;_T;M;;27
2014-W01;CH061;Y55T59;T;;4
2014-W01;CH061;Y55T59;F;;2
2014-W01;CH061;Y55T59;M;;2
2014-W01;CH061;Y60T64;T;;3
2014-W01;CH061;Y60T64;M;;3
2014-W01;CH061;Y65T69;T;;1
2014-W01;CH061;Y65T69;M;;1
2014-W01;CH061;Y70T74;T;;3
2014-W01;CH061;Y70T74;F;;1
2014-W01;CH061;Y70T74;M;;2
2014-W01;CH061;Y75T79;T;;6
2014-W01;CH061;Y75T79;F;;4
2014-W01;CH061;Y75T79;M;;2
2014-W01;CH061;Y80T84;T;;12
2014-W01;CH061;Y80T84;F;;4
2014-W01;CH061;Y80T84;M;;8
2014-W01;CH061;Y85T89;T;;8
2014-W01;CH061;Y85T89;F;;6
2014-W01;CH061;Y85T89;M;;2
2014-W01;CH061;Y_GE90;T;;25
2014-W01;CH061;Y_GE90;F;;18
2014-W01;CH061;Y_GE90;M;;7
2014-W01;CH062;_T;T;;6
2014-W01;CH062;_T;F;;2
2014-W01;CH062;_T;M;;4
2014-W01;CH062;Y60T64;T;;2
2014-W01;CH062;Y60T64;M;;2
2014-W01;CH062;Y85T89;T;;2
2014-W01;CH062;Y85T89;M;;2
2014-W01;CH062;Y_GE90;T;;2
2014-W01;CH062;Y_GE90;F;;2
2014-W01;CH063;_T;T;;19
2014-W01;CH063;_T;F;;13
2014-W01;CH063;_T;M;;6
2014-W01;CH063;Y35T39;T;;1
2014-W01;CH063;Y35T39;F;;1
2014-W01;CH063;Y65T69;T;;1
2014-W01;CH063;Y65T69;M;;1
2014-W01;CH063;Y70T74;T;;2
2014-W01;CH063;Y70T74;F;;1
2014-W01;CH063;Y70T74;M;;1
2014-W01;CH063;Y75T79;T;;2
2014-W01;CH063;Y75T79;F;;1
2014-W01;CH063;Y75T79;M;;1
2014-W01;CH063;Y80T84;T;;3
2014-W01;CH063;Y80T84;M;;3
2014-W01;CH063;Y85T89;T;;5
2014-W01;CH063;Y85T89;F;;5
2014-W01;CH063;Y_GE90;T;;5
2014-W01;CH063;Y_GE90;F;;5
2014-W01;CH064;_T;T;;2
2014-W01;CH064;_T;F;;1
2014-W01;CH064;_T;M;;1
2014-W01;CH064;Y80T84;T;;1
2014-W01;CH064;Y80T84;M;;1
2014-W01;CH064;Y85T89;T;;1
2014-W01;CH064;Y85T89;F;;1
2014-W01;CH065;_T;T;;4
2014-W01;CH065;_T;M;;4
2014-W01;CH065;Y50T54;T;;1
2014-W01;CH065;Y50T54;M;;1
2014-W01;CH065;Y65T69;T;;1
2014-W01;CH065;Y65T69;M;;1
2014-W01;CH065;Y80T84;T;;1
2014-W01;CH065;Y80T84;M;;1
2014-W01;CH065;Y_GE90;T;;1
2014-W01;CH065;Y_GE90;M;;1
2014-W01;CH066;_T;T;;18
2014-W01;CH066;_T;F;;11
2014-W01;CH066;_T;M;;7
2014-W01;CH066;Y50T54;T;;2
2014-W01;CH066;Y50T54;M;;2
2014-W01;CH066;Y60T64;T;;1
2014-W01;CH066;Y60T64;F;;1
2014-W01;CH066;Y65T69;T;;1
2014-W01;CH066;Y65T69;M;;1
2014-W01;CH066;Y70T74;T;;2
2014-W01;CH066;Y70T74;F;;2
2014-W01;CH066;Y75T79;T;;2
2014-W01;CH066;Y75T79;M;;2
2014-W01;CH066;Y80T84;T;;1
2014-W01;CH066;Y80T84;F;;1
2014-W01;CH066;Y85T89;T;;2
2014-W01;CH066;Y85T89;F;;2
2014-W01;CH066;Y_GE90;T;;7
2014-W01;CH066;Y_GE90;F;;5
2014-W01;CH066;Y_GE90;M;;2
2014-W01;CH070;_T;T;;55
2014-W01;CH070;_T;F;;30
2014-W01;CH070;_T;M;;25
2014-W01;CH070;Y50T54;T;;2
2014-W01;CH070;Y50T54;F;;1
2014-W01;CH070;Y50T54;M;;1
2014-W01;CH070;Y55T59;T;;1
2014-W01;CH070;Y55T59;M;;1
2014-W01;CH070;Y60T64;T;;2
2014-W01;CH070;Y60T64;M;;2
2014-W01;CH070;Y65T69;T;;5
2014-W01;CH070;Y65T69;F;;2
2014-W01;CH070;Y65T69;M;;3
2014-W01;CH070;Y70T74;T;;5
2014-W01;CH070;Y70T74;F;;2
2014-W01;CH070;Y70T74;M;;3
2014-W01;CH070;Y75T79;T;;7
2014-W01;CH070;Y75T79;F;;1
2014-W01;CH070;Y75T79;M;;6
